Sigla Mercato;Anno;Mese;Settimana;DataCompleta;Data Prezzo;Prezzo
TV;2012;10;1;01/10/2012;08 ottobre 2012;257
PD;2012;10;1;01/10/2012;08 ottobre 2012;261,5
GR;2012;10;1;01/10/2012;08 ottobre 2012;265,66
TO;2012;10;1;01/10/2012;08 ottobre 2012;266,5
BO;2012;10;1;01/10/2012;08 ottobre 2012;266,5
MI;2012;10;1;01/10/2012;08 ottobre 2012;272,5
VR;2012;10;1;01/10/2012;08 ottobre 2012;
PG;2012;10;1;01/10/2012;08 ottobre 2012;
NA;2012;10;1;01/10/2012;08 ottobre 2012;
FI;2012;10;2;02/10/2012;16 ottobre 2012;223
AL;2012;10;2;02/10/2012;16 ottobre 2012;250,5
RM;2012;10;2;02/10/2012;16 ottobre 2012;251
UD;2012;10;2;02/10/2012;16 ottobre 2012;257
TV;2012;10;2;02/10/2012;16 ottobre 2012;257
PD;2012;10;2;02/10/2012;16 ottobre 2012;261,5
GR;2012;10;2;02/10/2012;16 ottobre 2012;265,66
BO;2012;10;2;02/10/2012;16 ottobre 2012;266,5
TO;2012;10;2;02/10/2012;16 ottobre 2012;268,5
MI;2012;10;2;02/10/2012;16 ottobre 2012;272,5
VR;2012;10;2;02/10/2012;16 ottobre 2012;
PG;2012;10;2;02/10/2012;16 ottobre 2012;
NA;2012;10;2;02/10/2012;16 ottobre 2012;
FI;2012;10;3;03/10/2012;23 ottobre 2012;223
AL;2012;10;3;03/10/2012;23 ottobre 2012;250,5
RM;2012;10;3;03/10/2012;23 ottobre 2012;251
UD;2012;10;3;03/10/2012;23 ottobre 2012;257
TV;2012;10;3;03/10/2012;23 ottobre 2012;257
PD;2012;10;3;03/10/2012;23 ottobre 2012;261,5
GR;2012;10;3;03/10/2012;23 ottobre 2012;265,66
BO;2012;10;3;03/10/2012;23 ottobre 2012;266,5
TO;2012;10;3;03/10/2012;23 ottobre 2012;268,5
MI;2012;10;3;03/10/2012;23 ottobre 2012;272,5
VR;2012;10;3;03/10/2012;23 ottobre 2012;
PG;2012;10;3;03/10/2012;23 ottobre 2012;
NA;2012;10;3;03/10/2012;23 ottobre 2012;
FI;2012;10;4;04/10/2012;29 ottobre 2012;223
AL;2012;10;4;04/10/2012;29 ottobre 2012;250,5
RM;2012;10;4;04/10/2012;29 ottobre 2012;251
TV;2012;10;4;04/10/2012;29 ottobre 2012;257
UD;2012;10;4;04/10/2012;29 ottobre 2012;258
PD;2012;10;4;04/10/2012;29 ottobre 2012;265
GR;2012;10;4;04/10/2012;29 ottobre 2012;265,66
BO;2012;10;4;04/10/2012;29 ottobre 2012;266,5
TO;2012;10;4;04/10/2012;29 ottobre 2012;270,5
MI;2012;10;4;04/10/2012;29 ottobre 2012;272,5
VR;2012;10;4;04/10/2012;29 ottobre 2012;
PG;2012;10;4;04/10/2012;29 ottobre 2012;
NA;2012;10;4;04/10/2012;29 ottobre 2012;
FI;2012;11;1;01/11/2012;05 novembre 2012;223
AL;2012;11;1;01/11/2012;05 novembre 2012;250,5
RM;2012;11;1;01/11/2012;05 novembre 2012;252
UD;2012;11;1;01/11/2012;05 novembre 2012;259
TV;2012;11;1;01/11/2012;05 novembre 2012;260
GR;2012;11;1;01/11/2012;05 novembre 2012;265,66
BO;2012;11;1;01/11/2012;05 novembre 2012;266,5
PD;2012;11;1;01/11/2012;05 novembre 2012;267
MI;2012;11;1;01/11/2012;05 novembre 2012;274,5
TO;2012;11;1;01/11/2012;05 novembre 2012;
VR;2012;11;1;01/11/2012;05 novembre 2012;
PG;2012;11;1;01/11/2012;05 novembre 2012;
NA;2012;11;1;01/11/2012;05 novembre 2012;
FI;2012;11;2;02/11/2012;13 novembre 2012;227
AL;2012;11;2;02/11/2012;13 novembre 2012;251
TV;2012;11;2;02/11/2012;13 novembre 2012;262
UD;2012;11;2;02/11/2012;13 novembre 2012;264
PD;2012;11;2;02/11/2012;13 novembre 2012;271
BO;2012;11;2;02/11/2012;13 novembre 2012;271,5
TO;2012;11;2;02/11/2012;13 novembre 2012;276,5
MI;2012;11;2;02/11/2012;13 novembre 2012;278,5
RM;2012;11;2;02/11/2012;13 novembre 2012;
NA;2012;11;2;02/11/2012;13 novembre 2012;
GR;2012;11;2;02/11/2012;13 novembre 2012;
VR;2012;11;2;02/11/2012;13 novembre 2012;
PG;2012;11;2;02/11/2012;13 novembre 2012;
FI;2012;11;3;03/11/2012;20 novembre 2012;230
AL;2012;11;3;03/11/2012;20 novembre 2012;256
RM;2012;11;3;03/11/2012;20 novembre 2012;258
UD;2012;11;3;03/11/2012;20 novembre 2012;267
TV;2012;11;3;03/11/2012;20 novembre 2012;267
GR;2012;11;3;03/11/2012;20 novembre 2012;272,66
PD;2012;11;3;03/11/2012;20 novembre 2012;273
BO;2012;11;3;03/11/2012;20 novembre 2012;274,5
TO;2012;11;3;03/11/2012;20 novembre 2012;278,5
MI;2012;11;3;03/11/2012;20 novembre 2012;281,5
VR;2012;11;3;03/11/2012;20 novembre 2012;
PG;2012;11;3;03/11/2012;20 novembre 2012;
NA;2012;11;3;03/11/2012;20 novembre 2012;
FI;2012;11;4;04/11/2012;26 novembre 2012;230
AL;2012;11;4;04/11/2012;26 novembre 2012;259
RM;2012;11;4;04/11/2012;26 novembre 2012;261
UD;2012;11;4;04/11/2012;26 novembre 2012;269
TV;2012;11;4;04/11/2012;26 novembre 2012;269
GR;2012;11;4;04/11/2012;26 novembre 2012;272,66
BO;2012;11;4;04/11/2012;26 novembre 2012;274,5
PD;2012;11;4;04/11/2012;26 novembre 2012;275
TO;2012;11;4;04/11/2012;26 novembre 2012;278,5
MI;2012;11;4;04/11/2012;26 novembre 2012;284,5
NA;2012;11;4;04/11/2012;26 novembre 2012;
VR;2012;11;4;04/11/2012;26 novembre 2012;
PG;2012;11;4;04/11/2012;26 novembre 2012;
FI;2012;11;5;05/11/2012;04 dicembre 2012;234
AL;2012;11;5;05/11/2012;04 dicembre 2012;262
RM;2012;11;5;05/11/2012;04 dicembre 2012;263
TV;2012;11;5;05/11/2012;04 dicembre 2012;271
UD;2012;11;5;05/11/2012;04 dicembre 2012;274
GR;2012;11;5;05/11/2012;04 dicembre 2012;277,66
PD;2012;11;5;05/11/2012;04 dicembre 2012;278
BO;2012;11;5;05/11/2012;04 dicembre 2012;278,5
TO;2012;11;5;05/11/2012;04 dicembre 2012;283,5
MI;2012;11;5;05/11/2012;04 dicembre 2012;287,5
NA;2012;11;5;05/11/2012;04 dicembre 2012;
VR;2012;11;5;05/11/2012;04 dicembre 2012;
PG;2012;11;5;05/11/2012;04 dicembre 2012;
FI;2012;12;1;01/12/2012;11 dicembre 2012;234
RM;2012;12;1;01/12/2012;11 dicembre 2012;263
AL;2012;12;1;01/12/2012;11 dicembre 2012;264,5
UD;2012;12;1;01/12/2012;11 dicembre 2012;274
TV;2012;12;1;01/12/2012;11 dicembre 2012;276
GR;2012;12;1;01/12/2012;11 dicembre 2012;277,66
PD;2012;12;1;01/12/2012;11 dicembre 2012;278
BO;2012;12;1;01/12/2012;11 dicembre 2012;278,5
TO;2012;12;1;01/12/2012;11 dicembre 2012;283,5
MI;2012;12;1;01/12/2012;11 dicembre 2012;287,5
VR;2012;12;1;01/12/2012;11 dicembre 2012;
PG;2012;12;1;01/12/2012;11 dicembre 2012;
NA;2012;12;1;01/12/2012;11 dicembre 2012;
FI;2012;12;2;02/12/2012;18 dicembre 2012;234
AL;2012;12;2;02/12/2012;18 dicembre 2012;264,5
TV;2012;12;2;02/12/2012;18 dicembre 2012;274
PD;2012;12;2;02/12/2012;18 dicembre 2012;277,5
GR;2012;12;2;02/12/2012;18 dicembre 2012;277,66
BO;2012;12;2;02/12/2012;18 dicembre 2012;278,5
UD;2012;12;2;02/12/2012;18 dicembre 2012;279
TO;2012;12;2;02/12/2012;18 dicembre 2012;283,5
MI;2012;12;2;02/12/2012;18 dicembre 2012;287,5
RM;2012;12;2;02/12/2012;18 dicembre 2012;
VR;2012;12;2;02/12/2012;18 dicembre 2012;
PG;2012;12;2;02/12/2012;18 dicembre 2012;
NA;2012;12;2;02/12/2012;18 dicembre 2012;
RM;2012;12;3;03/12/2012;21 dicembre 2012;263
AL;2012;12;3;03/12/2012;21 dicembre 2012;264,5
TV;2012;12;3;03/12/2012;21 dicembre 2012;273
TO;2012;12;3;03/12/2012;21 dicembre 2012;278,5
BO;2012;12;3;03/12/2012;21 dicembre 2012;278,5
MI;2012;12;3;03/12/2012;21 dicembre 2012;286,5
UD;2012;12;3;03/12/2012;21 dicembre 2012;
PD;2012;12;3;03/12/2012;21 dicembre 2012;
GR;2012;12;3;03/12/2012;21 dicembre 2012;
FI;2012;12;3;03/12/2012;21 dicembre 2012;
VR;2012;12;3;03/12/2012;21 dicembre 2012;
PG;2012;12;3;03/12/2012;21 dicembre 2012;
NA;2012;12;3;03/12/2012;21 dicembre 2012;
FI;2013;1;1;01/01/2013;07 gennaio 2013;232
TO;2013;1;1;01/01/2013;07 gennaio 2013;275,5
PD;2013;1;1;01/01/2013;07 gennaio 2013;275,5
BO;2013;1;1;01/01/2013;07 gennaio 2013;276,5
GR;2013;1;1;01/01/2013;07 gennaio 2013;277,66
VR;2013;1;1;01/01/2013;07 gennaio 2013;
UD;2013;1;1;01/01/2013;07 gennaio 2013;
TV;2013;1;1;01/01/2013;07 gennaio 2013;
RM;2013;1;1;01/01/2013;07 gennaio 2013;
PG;2013;1;1;01/01/2013;07 gennaio 2013;
NA;2013;1;1;01/01/2013;07 gennaio 2013;
MI;2013;1;1;01/01/2013;07 gennaio 2013;
AL;2013;1;1;01/01/2013;07 gennaio 2013;
FI;2013;1;2;02/01/2013;15 gennaio 2013;230
AL;2013;1;2;02/01/2013;15 gennaio 2013;259,5
RM;2013;1;2;02/01/2013;15 gennaio 2013;260
TV;2013;1;2;02/01/2013;15 gennaio 2013;267,5
TO;2013;1;2;02/01/2013;15 gennaio 2013;269,5
PD;2013;1;2;02/01/2013;15 gennaio 2013;271
UD;2013;1;2;02/01/2013;15 gennaio 2013;272
BO;2013;1;2;02/01/2013;15 gennaio 2013;272,5
MI;2013;1;2;02/01/2013;15 gennaio 2013;283,5
GR;2013;1;2;02/01/2013;15 gennaio 2013;
VR;2013;1;2;02/01/2013;15 gennaio 2013;
PG;2013;1;2;02/01/2013;15 gennaio 2013;
NA;2013;1;2;02/01/2013;15 gennaio 2013;
FI;2013;1;3;03/01/2013;21 gennaio 2013;229
AL;2013;1;3;03/01/2013;21 gennaio 2013;255,5
RM;2013;1;3;03/01/2013;21 gennaio 2013;258
TV;2013;1;3;03/01/2013;21 gennaio 2013;267,5
UD;2013;1;3;03/01/2013;21 gennaio 2013;271
PD;2013;1;3;03/01/2013;21 gennaio 2013;271
BO;2013;1;3;03/01/2013;21 gennaio 2013;271,5
GR;2013;1;3;03/01/2013;21 gennaio 2013;272,66
TO;2013;1;3;03/01/2013;21 gennaio 2013;273,5
MI;2013;1;3;03/01/2013;21 gennaio 2013;281,5
VR;2013;1;3;03/01/2013;21 gennaio 2013;
PG;2013;1;3;03/01/2013;21 gennaio 2013;
NA;2013;1;3;03/01/2013;21 gennaio 2013;
FI;2013;1;4;04/01/2013;29 gennaio 2013;227
AL;2013;1;4;04/01/2013;29 gennaio 2013;255,5
TV;2013;1;4;04/01/2013;29 gennaio 2013;266
UD;2013;1;4;04/01/2013;29 gennaio 2013;267
PD;2013;1;4;04/01/2013;29 gennaio 2013;268
BO;2013;1;4;04/01/2013;29 gennaio 2013;269,5
GR;2013;1;4;04/01/2013;29 gennaio 2013;272,66
TO;2013;1;4;04/01/2013;29 gennaio 2013;273,5
MI;2013;1;4;04/01/2013;29 gennaio 2013;281,5
RM;2013;1;4;04/01/2013;29 gennaio 2013;
VR;2013;1;4;04/01/2013;29 gennaio 2013;
PG;2013;1;4;04/01/2013;29 gennaio 2013;
NA;2013;1;4;04/01/2013;29 gennaio 2013;
FI;2013;1;5;05/01/2013;04 febbraio 2013;223
AL;2013;1;5;05/01/2013;04 febbraio 2013;255,5
RM;2013;1;5;05/01/2013;04 febbraio 2013;256
UD;2013;1;5;05/01/2013;04 febbraio 2013;263
TV;2013;1;5;05/01/2013;04 febbraio 2013;264
PD;2013;1;5;05/01/2013;04 febbraio 2013;264
BO;2013;1;5;05/01/2013;04 febbraio 2013;264,5
TO;2013;1;5;05/01/2013;04 febbraio 2013;268,5
GR;2013;1;5;05/01/2013;04 febbraio 2013;270,66
MI;2013;1;5;05/01/2013;04 febbraio 2013;280,5
PG;2013;1;5;05/01/2013;04 febbraio 2013;
NA;2013;1;5;05/01/2013;04 febbraio 2013;
VR;2013;1;5;05/01/2013;04 febbraio 2013;
FI;2013;2;1;01/02/2013;26 febbraio 2013;221
AL;2013;2;1;01/02/2013;26 febbraio 2013;252,5
RM;2013;2;1;01/02/2013;26 febbraio 2013;253
UD;2013;2;1;01/02/2013;26 febbraio 2013;259
TV;2013;2;1;01/02/2013;26 febbraio 2013;259
PD;2013;2;1;01/02/2013;26 febbraio 2013;259
BO;2013;2;1;01/02/2013;26 febbraio 2013;261,5
TO;2013;2;1;01/02/2013;26 febbraio 2013;263,5
GR;2013;2;1;01/02/2013;26 febbraio 2013;267,66
MI;2013;2;1;01/02/2013;26 febbraio 2013;275,5
VR;2013;2;1;01/02/2013;26 febbraio 2013;
PG;2013;2;1;01/02/2013;26 febbraio 2013;
NA;2013;2;1;01/02/2013;26 febbraio 2013;
FI;2013;2;2;02/02/2013;19 febbraio 2013;217
AL;2013;2;2;02/02/2013;19 febbraio 2013;248,5
PD;2013;2;2;02/02/2013;19 febbraio 2013;252,5
TV;2013;2;2;02/02/2013;19 febbraio 2013;253,5
UD;2013;2;2;02/02/2013;19 febbraio 2013;255
BO;2013;2;2;02/02/2013;19 febbraio 2013;257,5
TO;2013;2;2;02/02/2013;19 febbraio 2013;260,5
GR;2013;2;2;02/02/2013;19 febbraio 2013;264,16
MI;2013;2;2;02/02/2013;19 febbraio 2013;270,5
RM;2013;2;2;02/02/2013;19 febbraio 2013;
VR;2013;2;2;02/02/2013;19 febbraio 2013;
PG;2013;2;2;02/02/2013;19 febbraio 2013;
NA;2013;2;2;02/02/2013;19 febbraio 2013;
FI;2013;2;3;03/02/2013;26 febbraio 2013;215
AL;2013;2;3;03/02/2013;26 febbraio 2013;243,5
TV;2013;2;3;03/02/2013;26 febbraio 2013;250,5
PD;2013;2;3;03/02/2013;26 febbraio 2013;250,5
UD;2013;2;3;03/02/2013;26 febbraio 2013;251
BO;2013;2;3;03/02/2013;26 febbraio 2013;254,5
GR;2013;2;3;03/02/2013;26 febbraio 2013;259,16
TO;2013;2;3;03/02/2013;26 febbraio 2013;260,5
MI;2013;2;3;03/02/2013;26 febbraio 2013;266,5
RM;2013;2;3;03/02/2013;26 febbraio 2013;
VR;2013;2;3;03/02/2013;26 febbraio 2013;
PG;2013;2;3;03/02/2013;26 febbraio 2013;
NA;2013;2;3;03/02/2013;26 febbraio 2013;
FI;2013;2;4;04/02/2013;05 marzo 2013;213
AL;2013;2;4;04/02/2013;05 marzo 2013;240,5
RM;2013;2;4;04/02/2013;05 marzo 2013;244
UD;2013;2;4;04/02/2013;05 marzo 2013;248
TV;2013;2;4;04/02/2013;05 marzo 2013;249
PD;2013;2;4;04/02/2013;05 marzo 2013;250,5
BO;2013;2;4;04/02/2013;05 marzo 2013;252,5
TO;2013;2;4;04/02/2013;05 marzo 2013;258,5
MI;2013;2;4;04/02/2013;05 marzo 2013;262,5
GR;2013;2;4;04/02/2013;05 marzo 2013;
VR;2013;2;4;04/02/2013;05 marzo 2013;
PG;2013;2;4;04/02/2013;05 marzo 2013;
NA;2013;2;4;04/02/2013;05 marzo 2013;
FI;2013;3;1;01/03/2013;12 marzo 2013;211
AL;2013;3;1;01/03/2013;12 marzo 2013;237,5
UD;2013;3;1;01/03/2013;12 marzo 2013;244
TV;2013;3;1;01/03/2013;12 marzo 2013;248
PD;2013;3;1;01/03/2013;12 marzo 2013;249,5
BO;2013;3;1;01/03/2013;12 marzo 2013;250,5
TO;2013;3;1;01/03/2013;12 marzo 2013;256,5
MI;2013;3;1;01/03/2013;12 marzo 2013;260,5
RM;2013;3;1;01/03/2013;12 marzo 2013;
NA;2013;3;1;01/03/2013;12 marzo 2013;
GR;2013;3;1;01/03/2013;12 marzo 2013;
VR;2013;3;1;01/03/2013;12 marzo 2013;
PG;2013;3;1;01/03/2013;12 marzo 2013;
FI;2013;3;2;02/03/2013;19 marzo 2013;201
AL;2013;3;2;02/03/2013;19 marzo 2013;235,5
RM;2013;3;2;02/03/2013;19 marzo 2013;241
UD;2013;3;2;02/03/2013;19 marzo 2013;242
TV;2013;3;2;02/03/2013;19 marzo 2013;245
PD;2013;3;2;02/03/2013;19 marzo 2013;249,5
BO;2013;3;2;02/03/2013;19 marzo 2013;249,5
GR;2013;3;2;02/03/2013;19 marzo 2013;254,16
TO;2013;3;2;02/03/2013;19 marzo 2013;254,5
MI;2013;3;2;02/03/2013;19 marzo 2013;258,5
NA;2013;3;2;02/03/2013;19 marzo 2013;
VR;2013;3;2;02/03/2013;19 marzo 2013;
PG;2013;3;2;02/03/2013;19 marzo 2013;
FI;2013;3;3;03/03/2013;26 marzo 2013;212
AL;2013;3;3;03/03/2013;26 marzo 2013;233,5
RM;2013;3;3;03/03/2013;26 marzo 2013;241
TV;2013;3;3;03/03/2013;26 marzo 2013;245
UD;2013;3;3;03/03/2013;26 marzo 2013;246
BO;2013;3;3;03/03/2013;26 marzo 2013;251,5
PD;2013;3;3;03/03/2013;26 marzo 2013;252,5
GR;2013;3;3;03/03/2013;26 marzo 2013;257,16
TO;2013;3;3;03/03/2013;26 marzo 2013;258,5
MI;2013;3;3;03/03/2013;26 marzo 2013;258,5
NA;2013;3;3;03/03/2013;26 marzo 2013;
VR;2013;3;3;03/03/2013;26 marzo 2013;
PG;2013;3;3;03/03/2013;26 marzo 2013;
AL;2013;3;4;04/03/2013;29 marzo 2013;235,5
RM;2013;3;4;04/03/2013;29 marzo 2013;245
TV;2013;3;4;04/03/2013;29 marzo 2013;248
BO;2013;3;4;04/03/2013;29 marzo 2013;256,5
GR;2013;3;4;04/03/2013;29 marzo 2013;259,16
MI;2013;3;4;04/03/2013;29 marzo 2013;262,5
TO;2013;3;4;04/03/2013;29 marzo 2013;263,5
UD;2013;3;4;04/03/2013;29 marzo 2013;
PD;2013;3;4;04/03/2013;29 marzo 2013;
NA;2013;3;4;04/03/2013;29 marzo 2013;
FI;2013;3;4;04/03/2013;29 marzo 2013;
VR;2013;3;4;04/03/2013;29 marzo 2013;
PG;2013;3;4;04/03/2013;29 marzo 2013;
FI;2013;4;1;01/04/2013;09 aprile 2013;217
RM;2013;4;1;01/04/2013;09 aprile 2013;245
TV;2013;4;1;01/04/2013;09 aprile 2013;248
UD;2013;4;1;01/04/2013;09 aprile 2013;251
BO;2013;4;1;01/04/2013;09 aprile 2013;256,5
PD;2013;4;1;01/04/2013;09 aprile 2013;257,5
GR;2013;4;1;01/04/2013;09 aprile 2013;259,16
MI;2013;4;1;01/04/2013;09 aprile 2013;262,5
TO;2013;4;1;01/04/2013;09 aprile 2013;263,5
VR;2013;4;1;01/04/2013;09 aprile 2013;
NA;2013;4;1;01/04/2013;09 aprile 2013;
AL;2013;4;1;01/04/2013;09 aprile 2013;
PG;2013;4;1;01/04/2013;09 aprile 2013;
FI;2013;4;2;02/04/2013;16 aprile 2013;220
AL;2013;4;2;02/04/2013;16 aprile 2013;239,5
RM;2013;4;2;02/04/2013;16 aprile 2013;248
TV;2013;4;2;02/04/2013;16 aprile 2013;251
UD;2013;4;2;02/04/2013;16 aprile 2013;253
GR;2013;4;2;02/04/2013;16 aprile 2013;259,16
BO;2013;4;2;02/04/2013;16 aprile 2013;259,5
PD;2013;4;2;02/04/2013;16 aprile 2013;260,5
TO;2013;4;2;02/04/2013;16 aprile 2013;263,5
MI;2013;4;2;02/04/2013;16 aprile 2013;266,5
NA;2013;4;2;02/04/2013;16 aprile 2013;
VR;2013;4;2;02/04/2013;16 aprile 2013;
PG;2013;4;2;02/04/2013;16 aprile 2013;
FI;2013;4;3;03/04/2013;23 aprile 2013;223
AL;2013;4;3;03/04/2013;23 aprile 2013;243
RM;2013;4;3;03/04/2013;23 aprile 2013;250
UD;2013;4;3;03/04/2013;23 aprile 2013;256
TV;2013;4;3;03/04/2013;23 aprile 2013;256
GR;2013;4;3;03/04/2013;23 aprile 2013;259,16
BO;2013;4;3;03/04/2013;23 aprile 2013;262,5
PD;2013;4;3;03/04/2013;23 aprile 2013;263,5
TO;2013;4;3;03/04/2013;23 aprile 2013;266,5
MI;2013;4;3;03/04/2013;23 aprile 2013;269,5
NA;2013;4;3;03/04/2013;23 aprile 2013;
VR;2013;4;3;03/04/2013;23 aprile 2013;
PG;2013;4;3;03/04/2013;23 aprile 2013;
FI;2013;4;4;04/04/2013;30 aprile 2013;223
AL;2013;4;4;04/04/2013;30 aprile 2013;245
RM;2013;4;4;04/04/2013;30 aprile 2013;250
UD;2013;4;4;04/04/2013;30 aprile 2013;256
TV;2013;4;4;04/04/2013;30 aprile 2013;256
BO;2013;4;4;04/04/2013;30 aprile 2013;262,5
MI;2013;4;4;04/04/2013;30 aprile 2013;269,5
TO;2013;4;4;04/04/2013;30 aprile 2013;
NA;2013;4;4;04/04/2013;30 aprile 2013;
GR;2013;4;4;04/04/2013;30 aprile 2013;
