Sigla Mercato;Anno;Mese;Settimana;DataCompleta;Data Prezzo;Prezzo
VR;2013;4;4;04/04/2013;30 aprile 2013;
PG;2013;4;4;04/04/2013;30 aprile 2013;
PD;2013;4;4;04/04/2013;30 aprile 2013;
FI;2013;5;1;01/05/2013;07 maggio 2013;223
AL;2013;5;1;01/05/2013;07 maggio 2013;245
UD;2013;5;1;01/05/2013;07 maggio 2013;256
BO;2013;5;1;01/05/2013;07 maggio 2013;262,5
PD;2013;5;1;01/05/2013;07 maggio 2013;263,5
TO;2013;5;1;01/05/2013;07 maggio 2013;266,5
MI;2013;5;1;01/05/2013;07 maggio 2013;269,5
TV;2013;5;1;01/05/2013;07 maggio 2013;
RM;2013;5;1;01/05/2013;07 maggio 2013;
GR;2013;5;1;01/05/2013;07 maggio 2013;
VR;2013;5;1;01/05/2013;07 maggio 2013;
PG;2013;5;1;01/05/2013;07 maggio 2013;
NA;2013;5;1;01/05/2013;07 maggio 2013;
FI;2013;5;2;02/05/2013;14 maggio 2013;223
AL;2013;5;2;02/05/2013;14 maggio 2013;245
RM;2013;5;2;02/05/2013;14 maggio 2013;250
UD;2013;5;2;02/05/2013;14 maggio 2013;256
TV;2013;5;2;02/05/2013;14 maggio 2013;256
TO;2013;5;2;02/05/2013;14 maggio 2013;256,5
PD;2013;5;2;02/05/2013;14 maggio 2013;260,5
BO;2013;5;2;02/05/2013;14 maggio 2013;262,5
GR;2013;5;2;02/05/2013;14 maggio 2013;262,66
MI;2013;5;2;02/05/2013;14 maggio 2013;269,5
VR;2013;5;2;02/05/2013;14 maggio 2013;
PG;2013;5;2;02/05/2013;14 maggio 2013;
NA;2013;5;2;02/05/2013;14 maggio 2013;
FI;2013;5;3;03/05/2013;21 maggio 2013;218
AL;2013;5;3;03/05/2013;21 maggio 2013;241
RM;2013;5;3;03/05/2013;21 maggio 2013;248
UD;2013;5;3;03/05/2013;21 maggio 2013;250
TV;2013;5;3;03/05/2013;21 maggio 2013;251
PD;2013;5;3;03/05/2013;21 maggio 2013;257,5
BO;2013;5;3;03/05/2013;21 maggio 2013;257,5
GR;2013;5;3;03/05/2013;21 maggio 2013;257,66
TO;2013;5;3;03/05/2013;21 maggio 2013;258,5
MI;2013;5;3;03/05/2013;21 maggio 2013;266,5
VR;2013;5;3;03/05/2013;21 maggio 2013;
PG;2013;5;3;03/05/2013;21 maggio 2013;
NA;2013;5;3;03/05/2013;21 maggio 2013;
FI;2013;5;4;04/05/2013;28 maggio 2013;216
AL;2013;5;4;04/05/2013;28 maggio 2013;240
RM;2013;5;4;04/05/2013;28 maggio 2013;246
UD;2013;5;4;04/05/2013;28 maggio 2013;248
TV;2013;5;4;04/05/2013;28 maggio 2013;248,5
PD;2013;5;4;04/05/2013;28 maggio 2013;255,5
BO;2013;5;4;04/05/2013;28 maggio 2013;255,5
GR;2013;5;4;04/05/2013;28 maggio 2013;257,66
TO;2013;5;4;04/05/2013;28 maggio 2013;258,5
MI;2013;5;4;04/05/2013;28 maggio 2013;264,5
VR;2013;5;4;04/05/2013;28 maggio 2013;
PG;2013;5;4;04/05/2013;28 maggio 2013;
NA;2013;5;4;04/05/2013;28 maggio 2013;
FI;2013;5;5;05/05/2013;03 giugno 2013;214
AL;2013;5;5;05/05/2013;03 giugno 2013;240
RM;2013;5;5;05/05/2013;03 giugno 2013;244
UD;2013;5;5;05/05/2013;03 giugno 2013;245
TV;2013;5;5;05/05/2013;03 giugno 2013;246
BO;2013;5;5;05/05/2013;03 giugno 2013;253,5
PD;2013;5;5;05/05/2013;03 giugno 2013;256,5
GR;2013;5;5;05/05/2013;03 giugno 2013;257,66
TO;2013;5;5;05/05/2013;03 giugno 2013;258,5
MI;2013;5;5;05/05/2013;03 giugno 2013;262,5
VR;2013;5;5;05/05/2013;03 giugno 2013;
PG;2013;5;5;05/05/2013;03 giugno 2013;
NA;2013;5;5;05/05/2013;03 giugno 2013;
AL;2013;6;1;01/06/2013;11 giugno 2013;238
RM;2013;6;1;01/06/2013;11 giugno 2013;244
TV;2013;6;1;01/06/2013;11 giugno 2013;246
BO;2013;6;1;01/06/2013;11 giugno 2013;256,5
GR;2013;6;1;01/06/2013;11 giugno 2013;257,66
TO;2013;6;1;01/06/2013;11 giugno 2013;258,5
MI;2013;6;1;01/06/2013;11 giugno 2013;262,5
UD;2013;6;1;01/06/2013;11 giugno 2013;
PD;2013;6;1;01/06/2013;11 giugno 2013;
FI;2013;6;1;01/06/2013;11 giugno 2013;
VR;2013;6;1;01/06/2013;11 giugno 2013;
PG;2013;6;1;01/06/2013;11 giugno 2013;
NA;2013;6;1;01/06/2013;11 giugno 2013;
TO;2013;6;2;02/06/2013;17 giugno 2013;258,5
MI;2013;6;2;02/06/2013;17 giugno 2013;262,5
VR;2013;6;2;02/06/2013;17 giugno 2013;
UD;2013;6;2;02/06/2013;17 giugno 2013;
TV;2013;6;2;02/06/2013;17 giugno 2013;
RM;2013;6;2;02/06/2013;17 giugno 2013;
PG;2013;6;2;02/06/2013;17 giugno 2013;
PD;2013;6;2;02/06/2013;17 giugno 2013;
NA;2013;6;2;02/06/2013;17 giugno 2013;
GR;2013;6;2;02/06/2013;17 giugno 2013;
FI;2013;6;2;02/06/2013;17 giugno 2013;
BO;2013;6;2;02/06/2013;17 giugno 2013;
AL;2013;6;2;02/06/2013;17 giugno 2013;
NA;2013;6;3;03/06/2013;25 giugno 2013;252,5
MI;2013;6;3;03/06/2013;25 giugno 2013;262,5
VR;2013;6;3;03/06/2013;25 giugno 2013;
UD;2013;6;3;03/06/2013;25 giugno 2013;
TV;2013;6;3;03/06/2013;25 giugno 2013;
TO;2013;6;3;03/06/2013;25 giugno 2013;
RM;2013;6;3;03/06/2013;25 giugno 2013;
PG;2013;6;3;03/06/2013;25 giugno 2013;
PD;2013;6;3;03/06/2013;25 giugno 2013;
GR;2013;6;3;03/06/2013;25 giugno 2013;
FI;2013;6;3;03/06/2013;25 giugno 2013;
BO;2013;6;3;03/06/2013;25 giugno 2013;
AL;2013;6;3;03/06/2013;25 giugno 2013;
NA;2013;6;4;04/06/2013;02 luglio 2013;247,5
VR;2013;6;4;04/06/2013;02 luglio 2013;
UD;2013;6;4;04/06/2013;02 luglio 2013;
TV;2013;6;4;04/06/2013;02 luglio 2013;
TO;2013;6;4;04/06/2013;02 luglio 2013;
RM;2013;6;4;04/06/2013;02 luglio 2013;
PG;2013;6;4;04/06/2013;02 luglio 2013;
PD;2013;6;4;04/06/2013;02 luglio 2013;
MI;2013;6;4;04/06/2013;02 luglio 2013;
GR;2013;6;4;04/06/2013;02 luglio 2013;
FI;2013;6;4;04/06/2013;02 luglio 2013;
BO;2013;6;4;04/06/2013;02 luglio 2013;
AL;2013;6;4;04/06/2013;02 luglio 2013;
UD;2013;7;1;01/07/2013;08 luglio 2013;182,5
TV;2013;7;1;01/07/2013;08 luglio 2013;187,5
PD;2013;7;1;01/07/2013;08 luglio 2013;192,5
VR;2013;7;1;01/07/2013;08 luglio 2013;206,5
BO;2013;7;1;01/07/2013;08 luglio 2013;211,5
NA;2013;7;1;01/07/2013;08 luglio 2013;244
TO;2013;7;1;01/07/2013;08 luglio 2013;
RM;2013;7;1;01/07/2013;08 luglio 2013;
PG;2013;7;1;01/07/2013;08 luglio 2013;
MI;2013;7;1;01/07/2013;08 luglio 2013;
GR;2013;7;1;01/07/2013;08 luglio 2013;
FI;2013;7;1;01/07/2013;08 luglio 2013;
AL;2013;7;1;01/07/2013;08 luglio 2013;
FI;2013;7;2;02/07/2013;16 luglio 2013;172,5
TV;2013;7;2;02/07/2013;16 luglio 2013;187,5
PG;2013;7;2;02/07/2013;16 luglio 2013;189,6
PD;2013;7;2;02/07/2013;16 luglio 2013;195,5
VR;2013;7;2;02/07/2013;16 luglio 2013;196,5
TO;2013;7;2;02/07/2013;16 luglio 2013;207
BO;2013;7;2;02/07/2013;16 luglio 2013;208,5
MI;2013;7;2;02/07/2013;16 luglio 2013;210,5
RM;2013;7;2;02/07/2013;16 luglio 2013;212,5
NA;2013;7;2;02/07/2013;16 luglio 2013;241,5
UD;2013;7;2;02/07/2013;16 luglio 2013;
GR;2013;7;2;02/07/2013;16 luglio 2013;
AL;2013;7;2;02/07/2013;16 luglio 2013;
FI;2013;7;3;03/07/2013;23 luglio 2013;171,5
UD;2013;7;3;03/07/2013;23 luglio 2013;182,5
TV;2013;7;3;03/07/2013;23 luglio 2013;185,5
PG;2013;7;3;03/07/2013;23 luglio 2013;187,6
AL;2013;7;3;03/07/2013;23 luglio 2013;190,5
VR;2013;7;3;03/07/2013;23 luglio 2013;192,5
PD;2013;7;3;03/07/2013;23 luglio 2013;192,5
TO;2013;7;3;03/07/2013;23 luglio 2013;204
BO;2013;7;3;03/07/2013;23 luglio 2013;206,5
MI;2013;7;3;03/07/2013;23 luglio 2013;209,5
GR;2013;7;3;03/07/2013;23 luglio 2013;210,16
RM;2013;7;3;03/07/2013;23 luglio 2013;212,5
NA;2013;7;3;03/07/2013;23 luglio 2013;236,5
FI;2013;7;4;04/07/2013;29 luglio 2013;169,5
UD;2013;7;4;04/07/2013;29 luglio 2013;180,5
TV;2013;7;4;04/07/2013;29 luglio 2013;181
PG;2013;7;4;04/07/2013;29 luglio 2013;185,6
AL;2013;7;4;04/07/2013;29 luglio 2013;187,5
VR;2013;7;4;04/07/2013;29 luglio 2013;190,5
PD;2013;7;4;04/07/2013;29 luglio 2013;192,5
TO;2013;7;4;04/07/2013;29 luglio 2013;202
BO;2013;7;4;04/07/2013;29 luglio 2013;202,5
GR;2013;7;4;04/07/2013;29 luglio 2013;204,16
MI;2013;7;4;04/07/2013;29 luglio 2013;206,5
RM;2013;7;4;04/07/2013;29 luglio 2013;210,5
NA;2013;7;4;04/07/2013;29 luglio 2013;220
FI;2013;8;1;01/08/2013;06 agosto 2013;169,5
UD;2013;8;1;01/08/2013;06 agosto 2013;180,5
TV;2013;8;1;01/08/2013;06 agosto 2013;181
PG;2013;8;1;01/08/2013;06 agosto 2013;181,6
AL;2013;8;1;01/08/2013;06 agosto 2013;184,5
VR;2013;8;1;01/08/2013;06 agosto 2013;188,5
PD;2013;8;1;01/08/2013;06 agosto 2013;192,5
TO;2013;8;1;01/08/2013;06 agosto 2013;201
BO;2013;8;1;01/08/2013;06 agosto 2013;202,5
MI;2013;8;1;01/08/2013;06 agosto 2013;206,5
RM;2013;8;1;01/08/2013;06 agosto 2013;208,5
NA;2013;8;1;01/08/2013;06 agosto 2013;227,5
GR;2013;8;1;01/08/2013;06 agosto 2013;
UD;2013;8;4;04/08/2013;27 agosto 2013;174
TV;2013;8;4;04/08/2013;27 agosto 2013;181
PG;2013;8;4;04/08/2013;27 agosto 2013;181,6
VR;2013;8;4;04/08/2013;27 agosto 2013;191
PD;2013;8;4;04/08/2013;27 agosto 2013;192,5
BO;2013;8;4;04/08/2013;27 agosto 2013;201,5
TO;2013;8;4;04/08/2013;27 agosto 2013;
RM;2013;8;4;04/08/2013;27 agosto 2013;
NA;2013;8;4;04/08/2013;27 agosto 2013;
MI;2013;8;4;04/08/2013;27 agosto 2013;
GR;2013;8;4;04/08/2013;27 agosto 2013;
FI;2013;8;4;04/08/2013;27 agosto 2013;
AL;2013;8;4;04/08/2013;27 agosto 2013;
FI;2013;8;5;05/08/2013;02 settembre 2013;169,5
PG;2013;8;5;05/08/2013;02 settembre 2013;179,6
TV;2013;8;5;05/08/2013;02 settembre 2013;183
AL;2013;8;5;05/08/2013;02 settembre 2013;183,5
UD;2013;8;5;05/08/2013;02 settembre 2013;185,5
VR;2013;8;5;05/08/2013;02 settembre 2013;191
PD;2013;8;5;05/08/2013;02 settembre 2013;195,5
BO;2013;8;5;05/08/2013;02 settembre 2013;201,5
GR;2013;8;5;05/08/2013;02 settembre 2013;202,66
TO;2013;8;5;05/08/2013;02 settembre 2013;203
MI;2013;8;5;05/08/2013;02 settembre 2013;206,5
RM;2013;8;5;05/08/2013;02 settembre 2013;208,5
NA;2013;8;5;05/08/2013;02 settembre 2013;222,5
FI;2013;9;1;01/09/2013;10 settembre 2013;169,5
PG;2013;9;1;01/09/2013;10 settembre 2013;179,6
TV;2013;9;1;01/09/2013;10 settembre 2013;183
AL;2013;9;1;01/09/2013;10 settembre 2013;183,5
UD;2013;9;1;01/09/2013;10 settembre 2013;187,5
VR;2013;9;1;01/09/2013;10 settembre 2013;191
PD;2013;9;1;01/09/2013;10 settembre 2013;195,5
BO;2013;9;1;01/09/2013;10 settembre 2013;201,5
GR;2013;9;1;01/09/2013;10 settembre 2013;202,66
TO;2013;9;1;01/09/2013;10 settembre 2013;203
MI;2013;9;1;01/09/2013;10 settembre 2013;206,5
RM;2013;9;1;01/09/2013;10 settembre 2013;208,5
NA;2013;9;1;01/09/2013;10 settembre 2013;222,5
FI;2013;9;2;02/09/2013;17 settembre 2013;169,5
PG;2013;9;2;02/09/2013;17 settembre 2013;179,6
TV;2013;9;2;02/09/2013;17 settembre 2013;183
AL;2013;9;2;02/09/2013;17 settembre 2013;183,5
UD;2013;9;2;02/09/2013;17 settembre 2013;187,5
VR;2013;9;2;02/09/2013;17 settembre 2013;191
PD;2013;9;2;02/09/2013;17 settembre 2013;195,5
BO;2013;9;2;02/09/2013;17 settembre 2013;201,5
TO;2013;9;2;02/09/2013;17 settembre 2013;202
GR;2013;9;2;02/09/2013;17 settembre 2013;202,66
MI;2013;9;2;02/09/2013;17 settembre 2013;206,5
RM;2013;9;2;02/09/2013;17 settembre 2013;208,5
NA;2013;9;2;02/09/2013;17 settembre 2013;222,5
FI;2013;9;3;03/09/2013;23 settembre 2013;168,5
PG;2013;9;3;03/09/2013;23 settembre 2013;179,6
TV;2013;9;3;03/09/2013;23 settembre 2013;183
AL;2013;9;3;03/09/2013;23 settembre 2013;183,5
UD;2013;9;3;03/09/2013;23 settembre 2013;185,5
VR;2013;9;3;03/09/2013;23 settembre 2013;190
PD;2013;9;3;03/09/2013;23 settembre 2013;195,5
TO;2013;9;3;03/09/2013;23 settembre 2013;200
BO;2013;9;3;03/09/2013;23 settembre 2013;201
GR;2013;9;3;03/09/2013;23 settembre 2013;202,66
MI;2013;9;3;03/09/2013;23 settembre 2013;205,5
RM;2013;9;3;03/09/2013;23 settembre 2013;208,5
NA;2013;9;3;03/09/2013;23 settembre 2013;222,5
FI;2013;9;4;04/09/2013;30 settembre 2013;166,5
PG;2013;9;4;04/09/2013;30 settembre 2013;177,6
AL;2013;9;4;04/09/2013;30 settembre 2013;181,5
UD;2013;9;4;04/09/2013;30 settembre 2013;182,5
TV;2013;9;4;04/09/2013;30 settembre 2013;183
VR;2013;9;4;04/09/2013;30 settembre 2013;190
PD;2013;9;4;04/09/2013;30 settembre 2013;193
BO;2013;9;4;04/09/2013;30 settembre 2013;197,5
TO;2013;9;4;04/09/2013;30 settembre 2013;200
GR;2013;9;4;04/09/2013;30 settembre 2013;202,66
MI;2013;9;4;04/09/2013;30 settembre 2013;203,5
RM;2013;9;4;04/09/2013;30 settembre 2013;206,5
NA;2013;9;4;04/09/2013;30 settembre 2013;222,5
PG;2013;10;1;01/10/2013;08 ottobre 2013;175,6
AL;2013;10;1;01/10/2013;08 ottobre 2013;180,5
UD;2013;10;1;01/10/2013;08 ottobre 2013;182,5
TV;2013;10;1;01/10/2013;08 ottobre 2013;183
VR;2013;10;1;01/10/2013;08 ottobre 2013;190
GR;2013;10;1;01/10/2013;08 ottobre 2013;192,66
PD;2013;10;1;01/10/2013;08 ottobre 2013;193
BO;2013;10;1;01/10/2013;08 ottobre 2013;197,5
TO;2013;10;1;01/10/2013;08 ottobre 2013;200
MI;2013;10;1;01/10/2013;08 ottobre 2013;202,5
RM;2013;10;1;01/10/2013;08 ottobre 2013;206,5
NA;2013;10;1;01/10/2013;08 ottobre 2013;222,5
FI;2013;10;1;01/10/2013;08 ottobre 2013;232
FI;2013;10;2;02/10/2013;15 ottobre 2013;166,5
PG;2013;10;2;02/10/2013;15 ottobre 2013;175,6
AL;2013;10;2;02/10/2013;15 ottobre 2013;180,5
TV;2013;10;2;02/10/2013;15 ottobre 2013;183
UD;2013;10;2;02/10/2013;15 ottobre 2013;184,5
VR;2013;10;2;02/10/2013;15 ottobre 2013;190
GR;2013;10;2;02/10/2013;15 ottobre 2013;192,66
PD;2013;10;2;02/10/2013;15 ottobre 2013;195
BO;2013;10;2;02/10/2013;15 ottobre 2013;197,5
MI;2013;10;2;02/10/2013;15 ottobre 2013;202,5
TO;2013;10;2;02/10/2013;15 ottobre 2013;205
RM;2013;10;2;02/10/2013;15 ottobre 2013;206,5
NA;2013;10;2;02/10/2013;15 ottobre 2013;222,5
FI;2013;10;3;03/10/2013;21 ottobre 2013;171,5
PG;2013;10;3;03/10/2013;21 ottobre 2013;175,6
AL;2013;10;3;03/10/2013;21 ottobre 2013;182,5
VR;2013;10;3;03/10/2013;21 ottobre 2013;192
UD;2013;10;3;03/10/2013;21 ottobre 2013;192,5
GR;2013;10;3;03/10/2013;21 ottobre 2013;192,66
TV;2013;10;3;03/10/2013;21 ottobre 2013;193
PD;2013;10;3;03/10/2013;21 ottobre 2013;200
BO;2013;10;3;03/10/2013;21 ottobre 2013;202,5
MI;2013;10;3;03/10/2013;21 ottobre 2013;205,5
TO;2013;10;3;03/10/2013;21 ottobre 2013;208
RM;2013;10;3;03/10/2013;21 ottobre 2013;208,5
NA;2013;10;3;03/10/2013;21 ottobre 2013;227,5
FI;2013;10;4;04/10/2013;28 ottobre 2013;175,5
PG;2013;10;4;04/10/2013;28 ottobre 2013;180,6
AL;2013;10;4;04/10/2013;28 ottobre 2013;185,5
GR;2013;10;4;04/10/2013;28 ottobre 2013;192,66
VR;2013;10;4;04/10/2013;28 ottobre 2013;195
TV;2013;10;4;04/10/2013;28 ottobre 2013;197
UD;2013;10;4;04/10/2013;28 ottobre 2013;197,5
PD;2013;10;4;04/10/2013;28 ottobre 2013;205
BO;2013;10;4;04/10/2013;28 ottobre 2013;206,5
RM;2013;10;4;04/10/2013;28 ottobre 2013;210,5
MI;2013;10;4;04/10/2013;28 ottobre 2013;211,5
TO;2013;10;4;04/10/2013;28 ottobre 2013;216
NA;2013;10;4;04/10/2013;28 ottobre 2013;232,5
FI;2013;10;5;05/10/2013;05 novembre 2013;177,5
PG;2013;10;5;05/10/2013;05 novembre 2013;183,6
AL;2013;10;5;05/10/2013;05 novembre 2013;190,5
TV;2013;10;5;05/10/2013;05 novembre 2013;199
VR;2013;10;5;05/10/2013;05 novembre 2013;200
BO;2013;10;5;05/10/2013;05 novembre 2013;208,5
RM;2013;10;5;05/10/2013;05 novembre 2013;212,5
TO;2013;10;5;05/10/2013;05 novembre 2013;214
MI;2013;10;5;05/10/2013;05 novembre 2013;214,5
UD;2013;10;5;05/10/2013;05 novembre 2013;
PD;2013;10;5;05/10/2013;05 novembre 2013;
NA;2013;10;5;05/10/2013;05 novembre 2013;
GR;2013;10;5;05/10/2013;05 novembre 2013;
FI;2013;11;1;01/11/2013;12 novembre 2013;177,5
PG;2013;11;1;01/11/2013;12 novembre 2013;185,6
AL;2013;11;1;01/11/2013;12 novembre 2013;190,5
UD;2013;11;1;01/11/2013;12 novembre 2013;194,5
GR;2013;11;1;01/11/2013;12 novembre 2013;197,66
TV;2013;11;1;01/11/2013;12 novembre 2013;199
VR;2013;11;1;01/11/2013;12 novembre 2013;201
PD;2013;11;1;01/11/2013;12 novembre 2013;208
BO;2013;11;1;01/11/2013;12 novembre 2013;208,5
RM;2013;11;1;01/11/2013;12 novembre 2013;212,5
TO;2013;11;1;01/11/2013;12 novembre 2013;214
MI;2013;11;1;01/11/2013;12 novembre 2013;214,5
NA;2013;11;1;01/11/2013;12 novembre 2013;
FI;2013;11;2;02/11/2013;18 novembre 2013;177,5
PG;2013;11;2;02/11/2013;18 novembre 2013;185,6
AL;2013;11;2;02/11/2013;18 novembre 2013;190,5
GR;2013;11;2;02/11/2013;18 novembre 2013;197,66
VR;2013;11;2;02/11/2013;18 novembre 2013;203
TV;2013;11;2;02/11/2013;18 novembre 2013;204
UD;2013;11;2;02/11/2013;18 novembre 2013;204,5
PD;2013;11;2;02/11/2013;18 novembre 2013;208
BO;2013;11;2;02/11/2013;18 novembre 2013;209,5
RM;2013;11;2;02/11/2013;18 novembre 2013;212,5
TO;2013;11;2;02/11/2013;18 novembre 2013;216
MI;2013;11;2;02/11/2013;18 novembre 2013;216,5
NA;2013;11;2;02/11/2013;18 novembre 2013;
FI;2013;11;3;03/11/2013;25 novembre 2013;177,5
PG;2013;11;3;03/11/2013;25 novembre 2013;186,6
AL;2013;11;3;03/11/2013;25 novembre 2013;192
GR;2013;11;3;03/11/2013;25 novembre 2013;197,66
UD;2013;11;3;03/11/2013;25 novembre 2013;204,5
VR;2013;11;3;03/11/2013;25 novembre 2013;205
TV;2013;11;3;03/11/2013;25 novembre 2013;206
PD;2013;11;3;03/11/2013;25 novembre 2013;208
BO;2013;11;3;03/11/2013;25 novembre 2013;209,5
RM;2013;11;3;03/11/2013;25 novembre 2013;212,5
MI;2013;11;3;03/11/2013;25 novembre 2013;218,5
TO;2013;11;3;03/11/2013;25 novembre 2013;219
NA;2013;11;3;03/11/2013;25 novembre 2013;
